date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:57:35	99881/99881	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2000:09:41%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/laminate-flooring-CDL31.jpg	mobiledirectflooring.com/wp-content/uploads/2018/04/laminate-flooring-CDL31.jpg	(from https://mobiledirectflooring.com/laminate-flooring/)
13:57:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:57:35%20GMT	https://mobiledirectflooring.com/?p=230	mobiledirectflooring.com/index9fa1.html	(from https://mobiledirectflooring.com/hardwood-flooring/)
13:57:36	2290/2290	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:57:35%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fhardwood-flooring%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embed1e14.json	(from https://mobiledirectflooring.com/hardwood-flooring/)
13:57:38	2387/2387	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:57:37%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fhardwood-flooring%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embed977b	(from https://mobiledirectflooring.com/hardwood-flooring/)
13:57:38	270/270	---M--	302	error ('Found')	text/html	date:Thu,%2010%20May%202018%2017:57:38%20GMT	http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/eho2ygpe/2svaq.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/eho2ygpe/2svaq.4a.delayed	(from https://mobiledirectflooring.com/hardwood-flooring/)
13:57:40	26/26	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:57:39%20GMT	https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring	(from https://mobiledirectflooring.com/hardwood-flooring/)
13:57:41	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.4d.delayed	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:41	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.4e.delayed	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:42	2275/2275	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:57:41%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fvinyl-flooring%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embed2533.json	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:42	2265399/2265399	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Apr%202018%2016:27:42%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/bedroom-hardwood-WED0351.png	mobiledirectflooring.com/wp-content/uploads/2018/04/bedroom-hardwood-WED0351.png	(from https://mobiledirectflooring.com/hardwood-flooring/)
13:57:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:57:42%20GMT	https://mobiledirectflooring.com/?p=240	mobiledirectflooring.com/indexcfe0.html	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:44	2372/2372	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:57:42%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fvinyl-flooring%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embed5444	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:44	270/270	---M--	302	error ('Found')	text/html	date:Thu,%2010%20May%202018%2017:57:44%20GMT	http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/31dr09is/2t0ur.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/31dr09is/2t0ur.51.delayed	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:46	26/26	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:57:45%20GMT	https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:48	100410/100410	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Apr%202018%2000:28:19%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/Vinyl-1.png	mobiledirectflooring.com/wp-content/uploads/2018/04/Vinyl-1.png	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:49	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.56.delayed	(from https://mobiledirectflooring.com/tile-flooring/)
13:57:49	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.57.delayed	(from https://mobiledirectflooring.com/tile-flooring/)
13:57:50	2270/2270	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:57:49%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Ftile-flooring%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embed9f2c.json	(from https://mobiledirectflooring.com/tile-flooring/)
13:57:51	2297801/2297801	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Apr%202018%2016:36:14%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/bathtub-luxury-vinyl-1.png	mobiledirectflooring.com/wp-content/uploads/2018/04/bathtub-luxury-vinyl-1.png	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:51	2942296/2942296	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2000:04:00%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/luxury-vinyl-kitchen.png	mobiledirectflooring.com/wp-content/uploads/2018/04/luxury-vinyl-kitchen.png	(from https://mobiledirectflooring.com/vinyl-flooring/)
13:57:53	270/270	---M--	302	error ('Found')	text/html	date:Thu,%2010%20May%202018%2017:57:52%20GMT	http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/fs2b2nv8/3u7y0.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/fs2b2nv8/3u7y0.5a.delayed	(from https://mobiledirectflooring.com/tile-flooring/)
13:57:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:57:50%20GMT	https://mobiledirectflooring.com/?p=1413	mobiledirectflooring.com/indexc190.html	(from https://mobiledirectflooring.com/tile-flooring/)
13:57:53	2367/2367	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:57:51%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Ftile-flooring%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embedbb0f	(from https://mobiledirectflooring.com/tile-flooring/)
13:57:54	26/26	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:57:53%20GMT	https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring.5b.delayed	(from https://mobiledirectflooring.com/tile-flooring/)
13:57:55	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.5d.delayed	(from https://mobiledirectflooring.com/flooring-special/)
13:57:55	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.5e.delayed	(from https://mobiledirectflooring.com/flooring-special/)
13:57:55	85307/85307	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2000:16:34%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/Tile-Flooring-T839-BB17.jpg	mobiledirectflooring.com/wp-content/uploads/2018/04/Tile-Flooring-T839-BB17.jpg	(from https://mobiledirectflooring.com/tile-flooring/)
13:57:56	2312/2312	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:57:55%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fflooring-special%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embedd5a8.json	(from https://mobiledirectflooring.com/flooring-special/)
13:57:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:57:56%20GMT	https://mobiledirectflooring.com/?p=274	mobiledirectflooring.com/indexd251.html	(from https://mobiledirectflooring.com/flooring-special/)
13:57:58	270/270	---M--	302	error ('Found')	text/html	date:Thu,%2010%20May%202018%2017:57:58%20GMT	http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/1z6tvb4b/3ue6d.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/1z6tvb4b/3ue6d.61.delayed	(from https://mobiledirectflooring.com/flooring-special/)
13:57:58	2409/2409	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:57:57%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fflooring-special%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embed9067	(from https://mobiledirectflooring.com/flooring-special/)
13:57:59	0/-1	---M--	301	error ('')			https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring.62.delayed	(from https://mobiledirectflooring.com/flooring-special/)
13:57:59	23855/23855	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2022:10:24%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/carpet-baby-1-GENTLE_ESSENCE-1-e1523916624849.jpg	mobiledirectflooring.com/wp-content/uploads/2018/04/carpet-baby-1-GENTLE_ESSENCE-1-e1523916624849.jpg	(from https://mobiledirectflooring.com/flooring-special/)
13:58:00	100197/100197	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Apr%202018%2017:56:13%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/250-off-carpeting.png	mobiledirectflooring.com/wp-content/uploads/2018/04/250-off-carpeting.png	(from https://mobiledirectflooring.com/flooring-special/)
13:58:01	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.65.delayed	(from https://mobiledirectflooring.com/about-us/)
13:58:01	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.66.delayed	(from https://mobiledirectflooring.com/about-us/)
13:58:02	2272/2272	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:58:01%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fabout-us%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embeded17.json	(from https://mobiledirectflooring.com/about-us/)
13:58:03	0/-1	---M--	301	error ('')			https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring.69.delayed	(from https://mobiledirectflooring.com/about-us/)
13:58:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:58:02%20GMT	https://mobiledirectflooring.com/?p=287	mobiledirectflooring.com/index486a.html	(from https://mobiledirectflooring.com/about-us/)
13:58:04	2369/2369	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:58:02%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fabout-us%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embed4bd7	(from https://mobiledirectflooring.com/about-us/)
13:58:04	172500/172500	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2001:09:10%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/living-room-flooring-T828-LL03.jpg	mobiledirectflooring.com/wp-content/uploads/2018/04/living-room-flooring-T828-LL03.jpg	(from https://mobiledirectflooring.com/about-us/)
13:58:04	100463/100463	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Apr%202018%2008:44:10%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/flooring-expert-installing.jpg	mobiledirectflooring.com/wp-content/uploads/2018/04/flooring-expert-installing.jpg	(from https://mobiledirectflooring.com/about-us/)
13:58:05	8936/8936	---M--	200	added ('OK')	image/png	date:Sun,%2015%20Apr%202018%2001:14:08%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/semi-transbgtransparent.png	mobiledirectflooring.com/wp-content/uploads/2018/04/semi-transbgtransparent.png	(from https://mobiledirectflooring.com/about-us/)
13:58:06	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.6d.delayed	(from https://mobiledirectflooring.com/contact-us/)
13:58:06	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.6e.delayed	(from https://mobiledirectflooring.com/contact-us/)
13:58:07	2282/2282	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:58:06%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fcontact-us%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embed621f.json	(from https://mobiledirectflooring.com/contact-us/)
13:58:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:58:07%20GMT	https://mobiledirectflooring.com/?p=305	mobiledirectflooring.com/index4720.html	(from https://mobiledirectflooring.com/contact-us/)
13:58:09	0/-1	---M--	301	error ('')			https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring.71.delayed	(from https://mobiledirectflooring.com/contact-us/)
13:58:09	2379/2379	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:58:08%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fcontact-us%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embed7537	(from https://mobiledirectflooring.com/contact-us/)
13:58:09	86032/86032	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Apr%202018%2009:39:13%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/brown-flooring.jpg	mobiledirectflooring.com/wp-content/uploads/2018/04/brown-flooring.jpg	(from https://mobiledirectflooring.com/contact-us/)
13:58:11	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.74.delayed	(from https://mobiledirectflooring.com/area-we-serve/)
13:58:11	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.75.delayed	(from https://mobiledirectflooring.com/area-we-serve/)
13:58:11	464853/464853	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Apr%202018%2023:04:35%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/truck.png	mobiledirectflooring.com/wp-content/uploads/2018/04/truck.png	(from https://mobiledirectflooring.com/contact-us/)
13:58:11	2297/2297	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:58:11%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Farea-we-serve%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embed099a.json	(from https://mobiledirectflooring.com/area-we-serve/)
13:58:13	0/-1	---M--	301	error ('')			https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring.78.delayed	(from https://mobiledirectflooring.com/area-we-serve/)
13:58:13	2394/2394	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:58:12%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Farea-we-serve%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embed2258	(from https://mobiledirectflooring.com/area-we-serve/)
13:58:14	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.7a.delayed	(from https://mobiledirectflooring.com/schedule/)
13:58:14	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.7b.delayed	(from https://mobiledirectflooring.com/schedule/)
13:58:14	132463/132463	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2000:45:32%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/T838-DV01-640x510.jpg	mobiledirectflooring.com/wp-content/uploads/2018/04/T838-DV01-640x510.jpg	(from https://mobiledirectflooring.com/area-we-serve/)
13:58:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:58:13%20GMT	https://mobiledirectflooring.com/?p=586	mobiledirectflooring.com/index0ced.html	(from https://mobiledirectflooring.com/area-we-serve/)
13:58:15	2272/2272	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:58:14%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fschedule%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embedfb1a.json	(from https://mobiledirectflooring.com/schedule/)
13:58:16	0/-1	---M--	301	error ('')			https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring.7e.delayed	(from https://mobiledirectflooring.com/schedule/)
13:58:16	2369/2369	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:58:15%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fschedule%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embedc758	(from https://mobiledirectflooring.com/schedule/)
13:58:16	27026/27026	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Apr%202018%2004:56:51%20GMT	https://mobiledirectflooring.com/wp-content/uploads/2018/04/schedule-bg.jpg	mobiledirectflooring.com/wp-content/uploads/2018/04/schedule-bg.jpg	(from https://mobiledirectflooring.com/schedule/)
13:58:17	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/d65orenb/fqs4g.80.delayed	(from https://mobiledirectflooring.com/thank-you-schedule/)
13:58:17	0/-1	---M--	302	error ('')			http://mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.css	mobiledirectflooring.com/wp-content/cache/wpfc-minified/folashww/fqs4g.81.delayed	(from https://mobiledirectflooring.com/thank-you-schedule/)
13:58:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:58:16%20GMT	https://mobiledirectflooring.com/?p=323	mobiledirectflooring.com/index3cee.html	(from https://mobiledirectflooring.com/schedule/)
13:58:18	2310/2310	---MC-	200	added ('OK')	application/json	date:Thu,%2010%20May%202018%2017:58:17%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fthank-you-schedule%2F	mobiledirectflooring.com/wp-json/oembed/1.0/embedb75d.json	(from https://mobiledirectflooring.com/thank-you-schedule/)
13:58:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20May%202018%2017:58:18%20GMT	https://mobiledirectflooring.com/?p=340	mobiledirectflooring.com/index80a3.html	(from https://mobiledirectflooring.com/thank-you-schedule/)
13:58:20	0/-1	---M--	301	error ('')			https://mobiledirectflooring.com/financing-for-flooring	mobiledirectflooring.com/financing-for-flooring.84.delayed	(from https://mobiledirectflooring.com/thank-you-schedule/)
13:58:20	2407/2407	---MC-	200	added ('OK')	text/xml	date:Thu,%2010%20May%202018%2017:58:19%20GMT	https://mobiledirectflooring.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fmobiledirectflooring.com%2Fthank-you-schedule%2F&format=xml	mobiledirectflooring.com/wp-json/oembed/1.0/embedbe42	(from https://mobiledirectflooring.com/thank-you-schedule/)
